DO,pH,ORP,Cond,Temp,WQI,Status
7.826622097,9.99133,0.12721872,1.3916454,27.978363,32.42888884,Poor
7.827590193,9.991229,0.12743187,1.3869419,27.971375,32.42541619,Poor
7.828195012,9.989074,0.12743354,1.3846558,27.96701,32.40653277,Poor
7.830428339,9.992347,0.12780952,1.38149,27.950897,32.42473307,Poor
7.828744753,9.990037,0.12791443,1.3784776,27.963043,32.41429748,Poor
7.829696389,9.989344,0.12808108,1.3742336,27.956177,32.40611042,Poor
7.833323188,9.993382,0.12807345,1.3726938,27.930023,32.42258058,Poor
7.833052264,9.987356,0.12797737,1.3689158,27.931976,32.37702369,Poor
7.835503928,9.973543,0.12730122,1.3670855,27.914307,32.25796094,Poor
7.834589239,9.987951,0.12751961,1.3635741,27.920898,32.37302598,Poor
7.837431607,9.990093,0.12765455,1.359495,27.900421,32.37886257,Poor
7.839364268,9.987451,0.12778735,1.3582006,27.886505,32.35168535,Poor
7.84129761,9.989614,0.12780118,1.3540566,27.87259,32.36064111,Poor
7.839241335,9.965129,0.12491679,1.3526028,27.88739,32.16596366,Poor
7.843342299,9.984083,0.12562346,1.3490132,27.85788,32.29853192,Poor
7.844110371,9.983502,0.12613249,1.3468392,27.852356,32.29376458,Poor
7.846253844,9.984755,0.1264379,1.343724,27.836945,32.29648421,Poor
7.845791155,9.985458,0.12682462,1.3421173,27.840271,32.30577213,Poor
7.846788791,9.987555,0.12731028,1.3406727,27.8331,32.3204635,Poor
7.851253767,9.985394,0.12756944,1.338606,27.801025,32.28759548,Poor
7.848661809,9.987913,0.12791324,1.336002,27.819641,32.31900093,Poor
7.85140669,9.98598,0.12818837,1.3336648,27.799927,32.29478913,Poor
7.850692673,9.9853115,0.12848783,1.3309296,27.805054,32.29411077,Poor
7.853770554,9.988693,0.12882805,1.3278598,27.782959,32.30959845,Poor
7.855629293,9.986703,0.1291802,1.3252994,27.769623,32.28887948,Poor
7.853234788,9.986459,0.12961411,1.3239962,27.786804,32.29883868,Poor
7.855952726,9.986959,0.12990618,1.3211732,27.767303,32.29344446,Poor
7.85794862,9.985752,0.13032436,1.3159078,27.75299,32.27852736,Poor
7.857429238,9.986751,0.13070631,1.3112571,27.756714,32.29028006,Poor
7.858046394,9.990253,0.13111424,1.3094361,27.752289,32.31681743,Poor
7.859821757,9.986629,0.13128161,1.3074702,27.739563,32.2829343,Poor
7.858553012,9.987848,0.13171506,1.3079928,27.748657,32.29962013,Poor
7.863706918,9.988896,0.13200903,1.3050288,27.711731,32.28876343,Poor
7.863421337,9.985426,0.1322658,1.3068981,27.713776,32.26471608,Poor
7.863783588,9.987272,0.13266516,1.3017135,27.711182,32.27954567,Poor
7.864879033,9.986074,0.13309503,1.2973675,27.703339,32.26833325,Poor
7.864516696,9.985598,0.13346243,1.2949353,27.705933,32.26809651,Poor
7.863540734,9.984461,0.13384175,1.2924213,27.712921,32.26529996,Poor
7.868363215,9.986109,0.13412046,1.2917405,27.678406,32.26026848,Poor
7.871128639,9.983691,0.13444734,1.2930682,27.65863,32.23254059,Poor
7.870479784,9.98627,0.13482952,1.290524,27.663269,32.25690011,Poor
7.872119095,9.983167,0.13520098,1.2874206,27.65155,32.22863748,Poor
7.87159824,9.980921,0.13568354,1.2855527,27.655273,32.21610077,Poor
7.872571727,9.984064,0.1359477,1.2840923,27.648315,32.23770647,Poor
7.873318981,9.985201,0.13621807,1.2813922,27.642975,32.24489117,Poor
7.874134804,9.985325,0.13641381,1.2780939,27.637146,32.24365143,Poor
7.87706185,9.983363,0.136832,1.2773492,27.616241,32.21926118,Poor
7.876172687,9.983284,0.13704634,1.2767015,27.62259,32.22333328,Poor
7.875972022,9.991543,0.13716054,1.2714299,27.624023,32.28794809,Poor
7.876258248,9.984163,0.13755083,1.2608289,27.621979,32.23242374,Poor
7.875288317,9.981516,0.13791347,1.2523656,27.628906,32.21795791,Poor
7.876429237,9.983667,0.13824987,1.2419529,27.620758,32.23169454,Poor
7.876929214,9.982686,0.13843298,1.2330115,27.617188,32.22318397,Poor
7.879520169,9.986004,0.13871074,1.2261921,27.598694,32.2397834,Poor
7.879413246,9.98877,0.1389947,1.2225903,27.599457,32.26289736,Poor
7.878664994,9.989073,0.13926864,1.2167131,27.604797,32.26965314,Poor
7.877873998,9.987808,0.139642,1.2087477,27.610443,32.2651112,Poor
7.878237257,9.986893,0.14001036,1.1996156,27.60785,32.25864069,Poor
7.876860867,9.987667,0.14022923,1.1858233,27.617676,32.27119882,Poor
7.882617399,9.986676,0.14046597,1.1617843,27.5766,32.24203999,Poor
7.880324204,9.986811,0.14065528,1.1228889,27.592957,32.25318809,Poor
7.878925747,9.984321,0.1405611,1.0956991,27.602936,32.23917741,Poor
7.879742571,9.982802,0.14076328,1.0864079,27.597107,32.22539434,Poor
7.880345649,9.987393,0.14067817,1.0797025,27.592804,32.25768057,Poor
7.883220996,9.986507,0.14102769,1.0772966,27.572296,32.24136233,Poor
7.883944324,9.990428,0.14187312,1.0742086,27.567139,32.27302879,Poor
7.88123969,9.985928,0.14203691,1.0775698,27.586426,32.25020006,Poor
7.884196961,9.985613,0.14244127,1.0763553,27.565338,32.23822038,Poor
7.883571916,9.988684,0.14295602,1.0803381,27.569794,32.26696078,Poor
7.884839209,9.983939,0.14395809,1.078619,27.56076,32.23098633,Poor
7.886796249,9.98384,0.14491558,1.0735426,27.546814,32.22759216,Poor
7.885434259,9.983201,0.14518023,1.0710417,27.556519,32.2295244,Poor
7.888771399,9.984903,0.14545894,1.0716839,27.532745,32.23080036,Poor
7.890018503,9.988722,0.14616013,1.08101,27.523865,32.25883476,Poor
7.888955635,9.984516,0.14621282,1.0702856,27.531433,32.23114621,Poor
7.88994996,9.982419,0.14647436,1.0786884,27.524353,32.21255294,Poor
7.890593016,9.978724,0.14514542,1.0741963,27.519775,32.17460384,Poor
7.889251382,9.980205,0.14493036,1.0698546,27.529327,32.19010995,Poor
7.888505731,9.981018,0.14546967,1.0713214,27.534637,32.20217995,Poor
7.890790109,9.983173,0.14597344,1.0758733,27.518372,32.21230598,Poor
7.893187368,9.980092,0.14630699,1.0728691,27.501312,32.1810009,Poor
7.893736414,9.97802,0.14660025,1.0721699,27.497406,32.16453606,Poor
7.893830739,9.983431,0.14707589,1.0768665,27.496735,32.20812044,Poor
7.89470169,9.978197,0.14705586,1.071251,27.49054,32.16450097,Poor
7.89445283,9.980309,0.1476705,1.0722997,27.49231,32.18494447,Poor
7.895577165,9.974879,0.14598227,1.0731362,27.484314,32.12988259,Poor
7.892449649,9.981333,0.14599729,1.0761452,27.506561,32.19176663,Poor
7.894195548,9.978233,0.14676785,1.0719123,27.49414,32.16524206,Poor
7.894650229,9.977264,0.14810562,1.0790782,27.490906,32.16318843,Poor
7.898011267,9.980353,0.148664,1.0855646,27.46701,32.17648248,Poor
7.896963561,9.981932,0.14896035,1.0746886,27.474457,32.19431203,Poor
7.89710944,9.98052,0.14934254,1.0773246,27.47342,32.18497442,Poor
7.896800525,9.9767065,0.14990163,1.0689584,27.475616,32.16001062,Poor
7.895186654,9.977482,0.15043068,1.0646112,27.487091,32.1751841,Poor
7.895233902,9.979479,0.15079641,1.0610524,27.486755,32.19223911,Poor
7.895032118,9.978301,0.15121984,1.0604854,27.48819,32.18629292,Poor
7.895542852,9.982451,0.15178251,1.0593174,27.484558,32.21904073,Poor
7.898406241,9.973777,0.15209389,1.0546728,27.464203,32.14296363,Poor
7.894787458,9.9747505,0.15255475,1.0566411,27.48993,32.16724298,Poor
7.897723535,9.979974,0.15282679,1.0577255,27.469055,32.19702498,Poor
7.895684467,9.975777,0.15316725,1.0545706,27.483551,32.17482058,Poor
7.89868529,9.9811325,0.1533997,1.058197,27.46222,32.20514372,Poor
7.895658731,9.982405,0.15399694,1.0571326,27.483734,32.23009191,Poor
7.897564693,9.982365,0.15434265,1.0551343,27.470184,32.22407451,Poor
7.895941973,9.977923,0.15465832,1.0565101,27.48172,32.19821004,Poor
7.896233812,9.9755125,0.1548338,1.0546774,27.479645,32.17954435,Poor
7.897899549,9.974358,0.1551559,1.0604419,27.467804,32.16582425,Poor
7.897354224,9.97558,0.15558887,1.053671,27.47168,32.17965989,Poor
7.900163002,9.975018,0.15592456,1.0563246,27.451721,32.16601122,Poor
7.900102893,9.957155,0.1535275,1.0568333,27.452148,32.01670171,Poor
7.899892308,9.975008,0.15438056,1.0564868,27.453644,32.15873743,Poor
7.899346746,9.971122,0.15502095,1.0546767,27.45752,32.13459326,Poor
7.897702009,9.971418,0.15555215,1.0591687,27.469208,32.14623093,Poor
7.899827839,9.978792,0.15551186,1.058029,27.454102,32.19401295,Poor
7.900180035,9.974962,0.15603352,1.0573077,27.4516,32.16609875,Poor
7.901593735,9.976191,0.15627742,1.0588611,27.441559,32.17120101,Poor
7.896499929,9.978596,0.15647984,1.0540671,27.477753,32.21090463,Poor
7.89632833,9.97908,0.15694356,1.0603964,27.478973,32.21777375,Poor
7.899205018,9.979916,0.15738845,1.0560826,27.458527,32.21513971,Poor
7.898092876,9.978431,0.15768051,1.055011,27.46643,32.2097528,Poor
7.897594801,9.976198,0.15784979,1.056354,27.46997,32.19554683,Poor
7.897311316,9.97647,0.15821242,1.0553614,27.471985,32.20069609,Poor
7.896705998,9.975149,0.15827966,1.0561053,27.476288,32.19334865,Poor
7.899162092,9.9743,0.15832591,1.0588762,27.458832,32.17735251,Poor
7.898230208,9.9751005,0.15871334,1.0556111,27.465454,32.18925232,Poor
7.897367167,9.976068,0.15884733,1.0545317,27.471588,32.20079924,Poor
7.900029835,9.975025,0.15901947,1.0575627,27.452667,32.18317308,Poor
7.899630357,9.977568,0.15930939,1.0582103,27.455505,32.20577317,Poor
7.899063293,9.977201,0.15914679,1.0543281,27.459534,32.20434376,Poor
7.898066986,9.976426,0.15904713,1.0533668,27.466614,32.20183236,Poor
7.89813143,9.975482,0.15969706,1.057498,27.466156,32.19783383,Poor
7.898930158,9.974808,0.1600821,1.0564988,27.46048,32.19156884,Poor
7.902045068,9.974628,0.16018987,1.0561584,27.438354,32.17840788,Poor
7.900910554,9.974759,0.16054368,1.0538675,27.446411,32.18580793,Poor
7.898294654,9.97483,0.16079307,1.0547597,27.464996,32.19806785,Poor
7.900644181,9.976667,0.1608839,1.0543919,27.448303,32.2032896,Poor
7.901937617,9.97586,0.16097188,1.0556792,27.439117,32.19245219,Poor
7.90116413,9.973842,0.16115236,1.0549316,27.44461,32.18104458,Poor
7.901237066,9.977287,0.16162443,1.0548128,27.444092,32.2096489,Poor
7.899853739,9.971642,0.16187572,1.0538207,27.453918,32.17328298,Poor
7.90207084,9.976774,0.16196394,1.0544024,27.438171,32.20423306,Poor
7.900979262,9.9761095,0.16222906,1.0538324,27.445923,32.20489956,Poor
7.90030476,9.974953,0.1621499,1.0527108,27.450714,32.19830134,Poor
7.902182519,9.977105,0.162359,1.0530963,27.437378,32.20843948,Poor
7.901671043,9.978857,0.16239405,1.0537801,27.44101,32.22406506,Poor
7.898397657,9.977346,0.16283274,1.0557764,27.464264,32.227841,Poor
7.900266047,9.973549,0.1629703,1.0557488,27.450989,32.19210501,Poor
7.901108233,9.973984,0.16320038,1.0539018,27.445007,32.19332469,Poor
7.900433571,9.97434,0.16339326,1.0568682,27.449799,32.19975964,Poor
7.901280011,9.975415,0.16359591,1.0554584,27.443787,32.20571344,Poor
7.901331687,9.976397,0.16387558,1.0551655,27.44342,32.21452192,Poor
7.900150051,9.972732,0.16399026,1.05334,27.451813,32.19177688,Poor
7.899772098,9.973812,0.16421795,1.0533006,27.454498,32.20276176,Poor
7.901520653,9.974768,0.16456747,1.0537827,27.442078,32.2050118,Poor
7.902388843,9.971647,0.16463923,1.0547279,27.435913,32.17806581,Poor
7.902719827,9.968214,0.16438007,1.0533904,27.433563,32.14909109,Poor
7.90317113,9.97336,0.16485167,1.0537938,27.430359,32.18920928,Poor
7.902431799,9.972969,0.16473556,1.0543711,27.435608,32.18852875,Poor
7.903433425,9.971686,0.16479635,1.0537739,27.428497,32.17506084,Poor
7.904331848,9.974157,0.16492128,1.0533006,27.42212,32.19107566,Poor
7.905424226,9.972798,0.16515803,1.0564029,27.414368,32.17760856,Poor
7.903519357,9.972556,0.16548729,1.055328,27.427887,32.18507944,Poor
7.904190106,9.97763,0.16550899,1.0516709,27.423126,32.22136569,Poor
7.903639805,9.973185,0.16585541,1.0528053,27.427032,32.19138737,Poor
7.903411871,9.974025,0.16588712,1.0532689,27.42865,32.1988903,Poor
7.903932136,9.973696,0.16587973,1.0533338,27.424957,32.19426832,Poor
7.905734006,9.9748745,0.1661079,1.0528526,27.41217,32.19735952,Poor
7.902724052,9.975869,0.1667521,1.0549191,27.433533,32.22036578,Poor
7.90325269,9.973897,0.16688943,1.0523529,27.42978,32.20391192,Poor
7.903596697,9.9749155,0.16699338,1.0536159,27.427338,32.21089831,Poor
7.903222686,9.971264,0.16714573,1.0594523,27.429993,32.18525336,Poor
7.904512625,9.9738865,0.1669414,1.052254,27.420837,32.19911024,Poor
7.904435128,9.97722,0.16706538,1.053009,27.421387,32.22559341,Poor
7.90538561,9.975192,0.16718364,1.0528439,27.414642,32.20693478,Poor
7.90482643,9.975183,0.1674962,1.0523099,27.41861,32.21075931,Poor
7.905979251,9.974783,0.16776657,1.0514423,27.41043,32.20457183,Poor
7.904852217,9.974052,0.16794086,1.0573893,27.418427,32.20438338,Poor
7.90611682,9.972599,0.16804409,1.0638889,27.409454,32.1887981,Poor
7.905893132,9.976363,0.168185,1.0524774,27.411041,32.21924698,Poor
7.904366368,9.975134,0.16823292,1.0521152,27.421875,32.21615667,Poor
7.906245795,9.975477,0.16826558,1.0521152,27.408539,32.2114986,Poor
7.90707174,9.973721,0.16849923,1.0528141,27.40268,32.19603394,Poor
7.907992594,9.975983,0.16869688,1.0524561,27.396149,32.21074983,Poor
7.90476626,9.97194,0.1687789,1.0531877,27.419037,32.1930508,Poor
7.906989971,9.975845,0.16883588,1.0519276,27.40326,32.21441702,Poor
7.907093311,9.973973,0.16895413,1.0533537,27.402527,32.20031387,Poor
7.90511038,9.972946,0.16924739,1.0531355,27.416595,32.20189399,Poor
7.908164772,9.970041,0.16935492,1.0531367,27.394928,32.16811729,Poor
7.907928152,9.97423,0.16944599,1.0532327,27.396606,32.20160281,Poor
7.908862012,9.977146,0.1695075,1.0560288,27.389984,32.2205428,Poor
7.909335502,9.976333,0.16972232,1.052458,27.386627,32.21359283,Poor
7.910739052,9.97756,0.1699791,1.0526959,27.376678,32.2187891,Poor
7.909438754,9.97755,0.17030811,1.0545037,27.385895,32.225635,Poor
7.910265417,9.979663,0.16998625,1.0527338,27.380035,32.23680129,Poor
7.909675593,9.977907,0.16993117,1.0532234,27.384216,32.225408,Poor
7.90975741,9.974125,0.16993022,1.0527431,27.383636,32.19613438,Poor
7.910975817,9.9762,0.1702156,1.0535929,27.375,32.20870833,Poor
7.91108348,9.975477,0.1704762,1.0531018,27.374237,32.20414402,Poor
7.910962835,9.974943,0.17064285,1.0517808,27.375092,32.20142883,Poor
7.911643284,9.97319,0.17076206,1.0529411,27.37027,32.18595142,Poor
7.911363444,9.974635,0.17091084,1.0531423,27.372253,32.1989176,Poor
7.912392714,9.978081,0.17115593,1.054245,27.36496,32.22251861,Poor
7.911686327,9.975425,0.17146039,1.052661,27.369965,32.20662626,Poor
7.91147535,9.974327,0.17163897,1.0524561,27.37146,32.2000171,Poor
7.912513396,9.977621,0.1719079,1.0530177,27.364105,32.22254773,Poor
7.911074872,9.975345,0.17211986,1.0522726,27.374298,32.21197331,Poor
7.911837193,9.979091,0.17242885,1.0518591,27.368896,32.23927191,Poor
7.912074015,9.978477,0.17249227,1.0521122,27.367218,32.2339729,Poor
7.908642562,9.978402,0.17278957,1.05308,27.39154,32.24860846,Poor
7.913116432,9.977971,0.17302871,1.0526772,27.359833,32.22883765,Poor
7.912676993,9.974754,0.17315483,1.0516019,27.362946,32.20663723,Poor
7.912853723,9.977821,0.17311764,1.0527382,27.361694,32.2292086,Poor
7.91186302,9.977628,0.17316723,1.0519083,27.368713,32.2319286,Poor
7.915430499,9.971726,0.17329955,1.0532781,27.343445,32.1733124,Poor
7.913581749,9.9772625,0.17342973,1.0514976,27.356537,32.22371731,Poor
7.913831651,9.978854,0.17352414,1.051302,27.354767,32.23541125,Poor
7.913474028,9.976435,0.1738553,1.0517759,27.3573,32.2200917,Poor
7.914163463,9.979941,0.17384076,1.0519332,27.352417,32.24410958,Poor
7.913685238,9.977379,0.17381406,1.0517205,27.355804,32.22625712,Poor
7.914603045,9.975817,0.1741023,1.0519636,27.349304,32.21220509,Poor
7.91287518,9.964472,0.1737585,1.0509706,27.361542,32.13039595,Poor
7.914029888,9.9747505,0.17411041,1.0522745,27.353363,32.20636097,Poor
7.914732258,9.97382,0.17450356,1.0515907,27.348389,32.19855879,Poor
7.913319014,9.977575,0.1745696,1.051679,27.358398,32.23325793,Poor
7.912810528,9.979529,0.17474055,1.0520749,27.362,32.25114561,Poor
7.915400415,9.976883,0.17521167,1.0509996,27.343658,32.22314216,Poor
7.914891698,9.978091,0.17539191,1.05171,27.34726,32.23537133,Poor
7.914633265,9.978594,0.17563725,1.0514479,27.34909,32.24156068,Poor
7.91490469,9.9807,0.17586398,1.0520313,27.347168,32.25781555,Poor
7.914262588,9.98085,0.17588305,1.0522054,27.351715,32.2616137,Poor
7.915542645,9.977433,0.1753962,1.0518727,27.342651,32.22777547,Poor
7.915085744,9.976415,0.1755619,1.051341,27.345886,32.22268545,Poor
7.914029888,9.978812,0.17585087,1.0525862,27.353363,32.24676777,Poor
7.915275419,9.981913,0.17609096,1.0521482,27.344543,32.26684353,Poor
7.916253865,9.979653,0.17625546,1.0517808,27.337616,32.24654615,Poor
7.913176711,9.977356,0.17645693,1.0529591,27.359406,32.24225727,Poor
7.915542645,9.97561,0.17655683,1.05205,27.342651,32.2200416,Poor
7.917612056,9.977946,0.17675757,1.0515019,27.328003,32.23078261,Poor
7.916012447,9.976264,0.17689347,1.0515913,27.339325,32.22498585,Poor
7.915719345,9.977766,0.17692614,1.0526882,27.3414,32.23781884,Poor
7.916409119,9.9756,0.17728853,1.0506889,27.336517,32.22044653,Poor
7.916848775,9.977017,0.1771698,1.0522858,27.333405,32.22891017,Poor
7.915999452,9.976581,0.17720723,1.0516454,27.339417,32.22914429,Poor
7.915266804,9.978596,0.17746162,1.0540415,27.344604,32.2488353,Poor
7.918129697,9.9788475,0.17767787,1.0515305,27.32434,32.24055789,Poor
7.917801837,9.977701,0.17772269,1.0515081,27.32666,32.23332479,Poor
7.914736636,9.975182,0.17793036,1.0509791,27.348358,32.22732276,Poor
7.916120229,9.978725,0.17799711,1.051613,27.338562,32.24930468,Poor
7.916258244,9.979121,0.1782,1.0515218,27.337585,32.25287453,Poor
7.9169351,9.979996,0.17830205,1.0514286,27.332794,32.25743172,Poor
7.917543099,9.980135,0.17855787,1.0519139,27.328491,32.25745326,Poor
7.914641738,9.977412,0.17855215,1.0511163,27.34903,32.24809668,Poor
